,Player,Squad,Pos,GCA90,SCA90
2337,Ibrahim Sangaré,Nott'ham Forest,MF,0.0,1.22
2338,Nhoa Sangui,Reims,"DF,MF",0.39,1.4
2339,Maroan Sannadi,Athletic Club,FW,0.24,1.91
2340,Kaishu Sano,Mainz 05,MF,0.15,1.83
2341,Morgan Sanson,Nice,MF,0.0,2.29
2342,Nicola Sansone,Lecce,"MF,FW",0.0,6.92
2343,Baptiste Santamaria,Nice,MF,0.1,2.04
2344,Baptiste Santamaria,Rennes,MF,0.37,1.87
2345,Jesús Santiago,Getafe,MF,0.0,1.45
2346,Andrey Santos,Strasbourg,MF,0.19,1.77
2347,Kauã Santos,Eint Frankfurt,GK,0.0,0.35
2348,Tiago Santos,Lille,DF,0.67,3.56
2349,Pablo Sarabia,Wolves,"MF,FW",0.55,3.1
2350,Jeremy Sarmiento,Brighton,MF,0.0,0.0
2351,Amin Sarr,Hellas Verona,FW,0.19,2.13
2352,Ismaila Sarr,Crystal Palace,MF,0.4,3.65
2353,Malang Sarr,Lens,DF,0.13,1.36
2354,Mamadou Sarr,Strasbourg,DF,0.08,0.46
2355,Martin Satriano,Lens,"FW,DF",0.0,2.02
2356,Razvan Sava,Udinese,GK,0.0,0.0
2357,Téji Savanier,Montpellier,MF,0.28,4.83
2358,Sávio,Manchester City,"FW,MF",0.76,5.66
2359,Nicolò Savona,Juventus,DF,0.1,1.51
2360,Saba Sazonov,Torino,DF,0.0,0.0
2361,Joe Scally,Gladbach,DF,0.07,0.98
2362,Giorgio Scalvini,Atalanta,DF,0.0,0.33
2363,Gianluca Scamacca,Atalanta,FW,0.0,0.0
2364,Oliver Scarles,West Ham,"DF,FW",0.0,0.81
2365,Dane Scarlett,Tottenham,"FW,MF",2.65,2.65
2366,Kevin Schade,Brentford,FW,0.35,2.24
2367,András Schäfer,Union Berlin,MF,0.18,1.7
2368,Fabian Schär,Newcastle Utd,DF,0.12,1.13
2369,Patrik Schick,Leverkusen,FW,0.16,1.82
2370,Stefan Schimmer,Heidenheim,"FW,MF",0.0,1.45
2371,Joël Schingtienne,Venezia,DF,0.0,0.8
2372,Xaver Schlager,RB Leipzig,MF,0.0,0.99
2373,Keven Schlotterbeck,Augsburg,DF,0.14,1.67
2374,Nico Schlotterbeck,Dortmund,DF,0.27,2.27
2375,Jeffrey Schlupp,Crystal Palace,"MF,DF",0.0,6.06
2376,Romano Schmid,Werder Bremen,MF,0.41,4.8
2377,Niklas Schmidt,Toulouse,MF,0.44,5.27
2378,Jan Schöppner,Heidenheim,MF,0.13,1.88
2379,Marvin Schulz,Holstein Kiel,"MF,DF",0.0,2.34
2380,Alexander Schwolow,Union Berlin,GK,0.0,0.0
2381,Léo Scienza,Heidenheim,"FW,MF",0.55,6.39
2382,Alex Scott,Bournemouth,MF,0.24,3.45
2383,Simone Scuffet,Cagliari,GK,0.0,0.15
2384,Simone Scuffet,Napoli,GK,0.0,0.0
2385,Jérémy Sebas,Strasbourg,"FW,MF",0.0,1.91
2386,Aleksandar Sedlar,Alavés,DF,0.0,0.3
2387,Jacopo Seghetti,Empoli,GK,0.0,0.0
2388,Alidu Seidu,Rennes,DF,0.0,1.34
2389,Nicolas Seiwald,RB Leipzig,"MF,DF",0.13,2.12
2390,Hiroki Sekine,Reims,DF,0.1,1.93
2391,Matz Sels,Nott'ham Forest,GK,0.0,0.16
2392,Nélson Semedo,Wolves,DF,0.19,1.87
2393,Antoine Semenyo,Bournemouth,FW,0.37,3.71
2394,Marvin Senaya,Strasbourg,DF,0.0,1.19
2395,Marcos Senesi,Bournemouth,DF,0.08,1.3
2396,Stefano Sensi,Monza,MF,0.0,4.89
2397,Suat Serdar,Hellas Verona,MF,0.07,1.9
2398,Sergi,Leganés,DF,0.09,0.37
2399,Nicolás Serrano,Athletic Club,FW,0.0,1.61
2400,Benjamin Šeško,RB Leipzig,"FW,MF",0.34,1.93
2401,Ryan Sessegnon,Fulham,"FW,DF",0.62,3.72
2402,Stephan El Shaarawy,Roma,"DF,MF",0.74,3.85
2403,Luke Shaw,Manchester Utd,DF,0.0,2.58
2404,Alen Sherri,Cagliari,GK,0.0,0.29
2405,Eldor Shomurodov,Roma,"FW,MF",0.57,2.62
2406,Djibril Sidibé,Toulouse,DF,0.3,1.5
2407,Armindo Sieb,Mainz 05,"FW,MF",0.47,2.0
2408,Benjamin Siegrist,Genoa,GK,0.0,0.0
2409,Vincent Sierro,Toulouse,MF,0.15,2.36
2410,Tim Siersleben,Heidenheim,DF,0.0,1.14
2411,Zain Silcott-Duberry,Bournemouth,FW,0.0,0.0
2412,Kiliann Sildillia,Freiburg,DF,0.11,1.8
2413,André Silva,Werder Bremen,FW,0.24,3.6
2414,André Silva,RB Leipzig,"FW,MF",1.37,4.81
2415,Bernardo Silva,Manchester City,"MF,FW",0.27,3.1
2416,Caio Henrique Oliveira Silva,Monaco,DF,0.42,2.99
2417,Fábio Silva,Las Palmas,FW,0.24,2.08
2418,Jota Silva,Nott'ham Forest,"FW,MF",0.32,3.06
2419,Eric da Silva Moreira,Nott'ham Forest,"MF,DF",0.0,0.0
2420,Rui Silva,Betis,GK,0.0,0.33
2421,Marco Silvestri,Empoli,GK,0.0,0.0
2422,Abdallah Sima,Brest,"FW,MF",0.22,2.04
2423,Mohamed Simakan,RB Leipzig,DF,0.0,5.0
2424,Giovanni Simeone,Napoli,FW,0.43,2.59
2425,Giuliano Simeone,Atlético Madrid,MF,0.42,2.34
2426,Moses Simon,Nantes,"FW,MF",0.52,3.73
2427,Unai Simón,Athletic Club,GK,0.0,0.29
2428,Xavi Simons,RB Leipzig,MF,0.5,4.52
2429,Jahmai Simpson-Pusey,Manchester City,DF,0.0,0.0
2430,Danel Sinani,St. Pauli,"FW,MF",0.29,4.32
2431,Lassine Sinayoko,Auxerre,"FW,MF",0.78,3.76
2432,Wilfried Singo,Monaco,DF,0.09,0.82
2433,Luis Sinisterra,Bournemouth,"FW,MF",0.38,5.29
2434,Daley Sinkgraven,Las Palmas,DF,0.0,1.98
2435,Tobias Sippel,Gladbach,GK,0.0,0.0
2436,Jailson Siqueira,Celta Vigo,"DF,MF",0.0,1.17
2437,Ayanda Sishuba,Rennes,FW,0.0,0.0
2438,Ibrahim Sissoko,Saint-Étienne,FW,0.11,2.31
2439,Ibrahima Sissoko,Bochum,MF,0.1,2.24
2440,Niama Sissoko,Reims,"FW,MF",0.0,1.91
2441,Antonio Sivera,Alavés,GK,0.0,0.35
2442,Tim Skarke,Union Berlin,"FW,MF",0.31,2.63
2443,Ellyes Skhiri,Eint Frankfurt,MF,0.2,1.98
2444,Oliver Skipp,Leicester City,MF,0.0,1.2
2445,Leo Skiri Østigård,Rennes,DF,0.0,0.59
2446,Leo Skiri Østigård,Hoffenheim,DF,0.0,0.87
2447,Łukasz Skorupski,Bologna,GK,0.0,0.15
2448,Andreas Skov Olsen,Wolfsburg,"FW,MF",0.17,5.38
2449,Robert Skov,Union Berlin,"DF,MF",0.53,3.9
2450,Milan Škriniar,Paris S-G,DF,0.0,1.41
2451,Steven Skrzybski,Holstein Kiel,"MF,FW",0.34,3.47
2452,Naatan Skyttä,Toulouse,FW,0.0,0.0
2453,William Smallbone,Southampton,MF,0.0,2.09
2454,Adam Smith,Bournemouth,DF,0.11,1.3
2455,Eric Smith,St. Pauli,"DF,MF",0.06,2.1
2456,Justin Smith,Espanyol,MF,0.43,0.86
2457,Emile Smith Rowe,Fulham,MF,0.53,3.22
2458,Ivan Smolčić,Como,DF,0.0,1.14
2459,Eduard Sobol,Strasbourg,DF,0.0,0.0
2460,Simon Sohm,Parma,MF,0.09,2.35
2461,Alex Sola,Getafe,"MF,FW",0.18,2.28
2462,Arnau Solà,Villarreal,MF,0.0,0.0
2463,Dominic Solanke,Tottenham,FW,0.33,1.51
2464,Ola Solbakken,Empoli,"MF,FW",0.12,1.42
2465,Carlos Soler,West Ham,"MF,FW",0.13,3.26
2466,Julio Soler,Bournemouth,"DF,FW",0.0,0.0
2467,Oumar Solet,Udinese,DF,0.16,1.78
2468,Jhon Solis,Girona,MF,0.0,1.01
2469,Daniele Sommariva,Genoa,GK,0.0,0.0
2470,Yann Sommer,Inter,GK,0.0,0.18
2471,David Soria,Getafe,GK,0.0,0.21
2472,Juan Soriano,Leganés,GK,0.0,0.0
2473,Borna Sosa,Torino,DF,0.08,1.83
2474,Ramón Sosa,Nott'ham Forest,"FW,MF",0.0,4.23
2475,Hugo Sotelo,Celta Vigo,MF,0.0,2.87
2476,Florian Sotoca,Lens,"FW,MF",0.15,2.66
2477,Riccardo Sottil,Fiorentina,"FW,MF",0.43,3.78
2478,Riccardo Sottil,Milan,"FW,MF",0.0,3.6
2479,Tomáš Souček,West Ham,MF,0.11,1.54
2480,Matìas Soulé,Roma,"MF,DF",0.4,4.55
2481,Boubakary Soumaré,Leicester City,MF,0.12,1.45
2482,Issa Soumaré,Le Havre,"FW,MF",0.43,2.46
2483,Djibril Sow,Sevilla,MF,0.17,2.79
2484,Saidou Sow,Strasbourg,DF,0.09,0.53
2485,Saidou Sow,Nantes,DF,0.0,1.01
2486,Djed Spence,Tottenham,DF,0.25,1.46
2487,Leonardo Spinazzola,Napoli,"DF,FW",0.18,2.79
2488,Marco Sportiello,Milan,GK,0.0,0.0
2489,Anton Stach,Hoffenheim,"MF,DF",0.17,2.19
2490,Jens Stage,Werder Bremen,MF,0.61,2.57
2491,Josip Stanišić,Bayern Munich,DF,0.41,2.36
2492,Filip Stankovic,Venezia,GK,0.0,0.07
2493,Jay Stansfield,Fulham,MF,0.0,0.0
2494,Carl Starfelt,Celta Vigo,DF,0.04,0.71
2495,Niklas Stark,Werder Bremen,DF,0.09,0.47
2496,Lucas Stassin,Saint-Étienne,FW,0.4,1.7
2497,Jason Steele,Brighton,GK,0.0,0.0
2498,Orri Steinn Óskarsson,Real Sociedad,FW,0.0,0.95
2499,Pascal Stenzel,Stuttgart,DF,0.0,4.03
2500,Jack Stephens,Southampton,DF,0.0,0.84
2501,Leonidas Stergiou,Stuttgart,DF,0.63,1.27
2502,Raheem Sterling,Arsenal,"FW,MF",0.54,3.43
2503,Enzo Sternal,Marseille,"FW,MF",0.0,3.75
2504,Finley Stevens,St. Pauli,DF,0.0,0.0
2505,Ross Stewart,Southampton,FW,0.0,1.16
2506,Angelo Stiller,Stuttgart,MF,0.33,3.64
2507,Kevin Stöger,Gladbach,MF,0.46,6.15
2508,Stoichkov,Alavés,"MF,FW",0.26,3.6
2509,Petar Stojanović,Empoli,MF,0.0,0.0
2510,Jakub Stolarczyk,Leicester City,GK,0.0,0.0
2511,John Stones,Manchester City,"DF,MF",0.33,1.31
2512,Jørgen Strand Larsen,Wolves,FW,0.21,1.46
2513,Gabriel Strefezza,Como,"FW,MF",0.14,3.82
2514,Cristhian Stuani,Girona,FW,0.25,1.17
2515,Álex Suárez,Las Palmas,DF,0.07,0.51
2516,Denis Suárez,Villarreal,MF,0.44,4.14
2517,Gabriel Suazo,Toulouse,DF,0.46,3.41
2518,Luka Sučić,Real Sociedad,MF,0.25,2.76
2519,Yukinari Sugawara,Southampton,"DF,MF",0.06,2.25
2520,Niklas Süle,Dortmund,DF,0.09,1.28
2521,Ibrahim Sulemana,Atalanta,MF,0.0,0.95
2522,Kamaldeen Sulemana,Southampton,"FW,MF",0.19,1.93
2523,Crysencio Summerville,West Ham,"FW,MF",0.11,4.01
2524,Tomáš Suslov,Hellas Verona,"MF,FW",0.17,3.2
2525,Suso,Sevilla,"FW,MF",0.45,6.68
2526,Zion Suzuki,Parma,GK,0.03,0.24
2527,Mattias Svanberg,Wolfsburg,MF,0.37,2.14
2528,Daniel Svensson,Dortmund,"DF,FW",0.35,2.3
2529,Marin Šverko,Venezia,DF,0.08,1.05
2530,Mile Svilar,Roma,GK,0.0,0.16
2531,Michael Svoboda,Venezia,DF,0.0,1.1
2532,Williot Swedberg,Celta Vigo,"FW,MF",0.53,2.4
2533,Abakar Sylla,Strasbourg,DF,0.09,0.38
2534,Issiaga Sylla,Montpellier,DF,0.16,1.62
2535,Mamadou Sylla,Valladolid,"FW,MF",0.28,1.25
2536,Wojciech Szczęsny,Barcelona,GK,0.0,0.0
2537,Sammie Szmodics,Ipswich Town,"FW,MF",0.0,0.91
2538,Dominik Szoboszlai,Liverpool,MF,0.58,4.3
2539,Alexander Sørloth,Atlético Madrid,FW,0.29,1.73
2540,Musa Al-Taamari,Montpellier,"FW,MF",0.4,2.82
2541,Musa Al-Taamari,Rennes,"FW,MF",0.16,3.5
2542,Haris Tabakovic,Hoffenheim,FW,0.33,1.76
2543,Nicolás Tagliafico,Lyon,DF,0.28,1.32
2544,Jonathan Tah,Leverkusen,DF,0.15,0.91
2545,Adrien Tameze,Torino,"MF,DF",0.0,1.11
2546,Axel Tapé,Paris S-G,"DF,MF",0.0,0.5
2547,Renato Tapia,Leganés,"MF,DF",0.15,0.89
2548,Edmond Tapsoba,Leverkusen,DF,0.22,1.22
2549,Florian Tardieu,Saint-Étienne,MF,0.39,3.48
2550,Mehdi Taremi,Inter,FW,0.44,3.64
2551,Matt Targett,Newcastle Utd,DF,0.0,0.0
2552,Oussama Targhalline,Le Havre,MF,0.18,1.82
2553,James Tarkowski,Everton,DF,0.12,1.17
2554,César Tárrega,Valencia,DF,0.0,0.3
2555,Nuno Tavares,Lazio,DF,0.59,3.37
2556,Marcus Tavernier,Bournemouth,"FW,MF",0.51,4.55
2557,Charlie Taylor,Southampton,DF,0.25,0.51
2558,Jack Taylor,Ipswich Town,MF,0.21,2.3
2559,Loum Tchaouna,Lazio,"FW,MF",0.82,3.4
2560,Jackson Tchatchoua,Hellas Verona,"DF,MF",0.09,1.71
2561,Enzo Tchato,Montpellier,DF,0.0,1.56
2562,Aurélien Tchouaméni,Real Madrid,"DF,MF",0.0,1.14
2563,Álvaro Tejero,Espanyol,"MF,DF",0.65,4.0
2564,Martín Tejón,Valencia,"MF,DF",0.0,1.87
2565,Mathys Tel,Tottenham,FW,0.2,2.77
2566,Mathys Tel,Bayern Munich,"FW,MF",0.7,1.41
2567,Nathan Tella,Leverkusen,"MF,FW",0.46,2.12
2568,Nahuel Tenaglia,Alavés,DF,0.12,1.57
2569,Arnau Tenas,Paris S-G,GK,1.0,2.0
2570,Casper Tengstedt,Hellas Verona,FW,0.18,1.42
2571,Marc-André ter Stegen,Barcelona,GK,0.0,0.13
2572,Filippo Terracciano,Milan,"DF,MF",0.0,0.67
2573,Pietro Terracciano,Fiorentina,GK,0.0,0.0
2574,Ramón Terrats,Villarreal,"MF,FW",0.0,2.73
2575,Ramón Terrats,Getafe,"MF,FW",0.15,2.36
2576,Martin Terrier,Leverkusen,"MF,FW",0.46,3.24
2577,Tanner Tessmann,Lyon,MF,0.07,1.31
2578,Kenny Tete,Fulham,DF,0.2,1.83
2579,Teddy Teuma,Reims,MF,0.0,3.36
2580,Jordan Teze,Monaco,DF,0.0,3.01
2581,Florian Thauvin,Udinese,"FW,MF",0.41,4.28
2582,Arthur Theate,Eint Frankfurt,DF,0.23,1.56
2583,Norman Theuerkauf,Heidenheim,MF,0.0,4.09
2584,Thiago,Brentford,"FW,MF",0.0,1.55
2585,Malick Thiaw,Milan,DF,0.05,1.05
2586,Denis Thomalla,Heidenheim,MF,0.0,0.0
2587,Luke Thomas,Leicester City,DF,0.08,1.3
2588,Sorba Thomas,Nantes,"FW,MF",0.41,3.68
2589,Adrien Thomasson,Lens,MF,0.38,3.75
2590,Morten Thorsby,Genoa,"MF,FW",0.09,2.61
2591,Khéphren Thuram,Juventus,MF,0.39,2.17
2592,Marcus Thuram,Inter,FW,0.63,3.54
2593,Cheikh Tidiane Niasse,Hellas Verona,MF,0.0,1.43
2594,Youri Tielemans,Aston Villa,MF,0.36,3.63
2595,Kieran Tierney,Arsenal,"DF,FW",0.0,3.47
2596,Phillip Tietz,Augsburg,FW,0.27,2.56
2597,Jurriën Timber,Arsenal,DF,0.34,1.94
2598,Jean-Clair Todibo,West Ham,DF,0.0,0.25
2599,Harry Toffolo,Nott'ham Forest,DF,0.0,0.0
2600,Umut Tohumcu,Hoffenheim,"MF,FW",0.24,1.44
2601,Corentin Tolisso,Lyon,MF,0.58,3.13
2602,John Tolkin,Holstein Kiel,"DF,MF",0.24,2.44
2603,Rafael Tolói,Atalanta,DF,0.0,1.35
2604,Raúl de Tomás,Rayo Vallecano,"DF,FW",0.0,0.0
2605,Tiago Tomás,Wolfsburg,"FW,MF",0.38,2.63
2606,Takehiro Tomiyasu,Arsenal,DF,0.0,12.86
2607,Fikayo Tomori,Milan,DF,0.17,1.24
2608,Sandro Tonali,Newcastle Utd,MF,0.31,2.67
2609,Luka Topalović,Inter,MF,0.0,0.0
2610,Pablo Torre,Barcelona,"MF,FW",0.87,5.24
2611,David Torres,Valladolid,DF,0.0,0.19
2612,Ferrán Torres,Barcelona,"FW,MF",0.57,3.09
2613,Pau Torres,Aston Villa,DF,0.09,0.62
2614,Lucas Torró,Osasuna,MF,0.09,1.16
2615,Lorenzo Tosto,Empoli,DF,0.0,0.0
2616,Abdoulaye Touré,Le Havre,MF,0.19,1.9
2617,Bazoumana Touré,Hoffenheim,"FW,MF",0.59,3.7
2618,Birama Touré,Montpellier,"MF,DF",0.0,1.79
2619,Ousmane Toure,Lille,DF,0.0,0.0
2620,Souleymane Touré,Udinese,DF,0.0,0.98
2621,Lucas Tousart,Union Berlin,MF,0.32,1.93
2622,Conor Townsend,Ipswich Town,DF,0.27,1.34
2623,Adama Traoré,Fulham,"FW,MF",0.51,4.16
2624,Boubacar Traoré,Wolves,MF,0.0,0.0
2625,Hamari Traoré,Real Sociedad,DF,0.26,1.67
2626,Omar Traoré,Heidenheim,DF,0.07,1.86
2627,Kevin Trapp,Eint Frankfurt,GK,0.04,0.04
2628,Mark Travers,Bournemouth,GK,0.0,0.0
2629,Óscar Trejo,Rayo Vallecano,MF,0.18,3.27
2630,Philipp Treu,St. Pauli,"MF,DF",0.16,2.16
2631,Ryan Trevitt,Brentford,MF,0.0,0.0
2632,Christopher Trimmel,Union Berlin,"DF,MF",0.31,2.94
2633,Kieran Trippier,Newcastle Utd,DF,0.41,3.71
2634,Leandro Trossard,Arsenal,FW,0.28,3.29
2635,Adrien Truffert,Rennes,"DF,MF",0.26,2.49
2636,Kostas Tsimikas,Liverpool,DF,0.21,3.33
2637,Viktor Tsyhankov,Girona,"FW,MF",0.38,3.06
2638,Axel Tuanzebe,Ipswich Town,DF,0.11,1.0
2639,Stefano Turati,Monza,GK,0.03,0.17
2640,Beñat Turrientes,Real Sociedad,MF,0.0,1.15
2641,Tuta,Eint Frankfurt,"DF,MF",0.04,1.03
2642,Christantus Uche,Getafe,"FW,MF",0.36,2.82
2643,Destiny Udogie,Tottenham,DF,0.14,1.68
2644,Manuel Ugarte Ribeiro,Manchester Utd,MF,0.2,1.56
2645,Lesley Ugochukwu,Southampton,MF,0.05,1.3
2646,Lukas Ullrich,Gladbach,DF,0.24,1.32
2647,Sven Ulreich,Bayern Munich,GK,0.0,0.0
2648,Enes Ünal,Bournemouth,"FW,MF",0.78,2.35
2649,Deniz Undav,Stuttgart,"FW,MF",0.42,3.02
2650,Naci Ünüvar,Espanyol,"MF,DF",0.0,5.63
2651,Dayot Upamecano,Bayern Munich,DF,0.0,1.02
2652,Kacper Urbanski,Bologna,MF,0.0,2.91
2653,Kacper Urbanski,Monza,MF,0.0,1.26
2654,Jonas Urbig,Bayern Munich,GK,0.0,0.12
2655,Can Uzun,Eint Frankfurt,"MF,FW",0.4,5.06
2656,Josha Vagnoman,Stuttgart,"DF,MF",0.05,1.42
2657,Lautaro Valenti,Parma,DF,0.0,0.64
2658,Óscar Valentín,Rayo Vallecano,MF,0.15,2.16
2659,Nicolás Valentini,Hellas Verona,DF,0.0,0.88
2660,Germán Valera,Valencia,MF,0.0,3.04
2661,Emanuele Valeri,Parma,DF,0.31,2.35
2662,Martin Valjent,Mallorca,DF,0.1,0.85
2663,Álex Valle,Como,DF,0.0,2.18
2664,Jesús Vallejo,Real Madrid,DF,0.65,1.96
2665,Mattia Valoti,Monza,MF,0.0,0.0
2666,Federico Valverde,Real Madrid,"MF,DF",0.39,2.58
2667,Ignace Van Der Brempt,Como,DF,0.21,1.58
2668,Siebe Van Der Heyden,Mallorca,"DF,MF",0.0,1.86
2669,Siebe Van Der Heyden,St. Pauli,"DF,MF",0.0,0.83
2670,Virgil van Dijk,Liverpool,DF,0.11,1.3
2671,Vanderson,Monaco,DF,0.35,2.53
2672,Maarten Vandevoordt,RB Leipzig,GK,0.0,0.0
2673,Jamie Vardy,Leicester City,FW,0.32,1.5
2674,Ruben Vargas,Sevilla,"FW,MF",0.4,4.16
2675,Ruben Vargas,Augsburg,"MF,FW",0.0,5.0
2676,Nikola Vasilj,St. Pauli,GK,0.0,0.03
2677,Devis Vásquez,Empoli,GK,0.0,0.19
2678,Johan Vásquez,Genoa,DF,0.0,0.74
2679,Denis Vavro,Wolfsburg,DF,0.18,0.99
2680,José Luis García Vayá,Valencia,MF,0.15,2.74
2681,Robinio Vaz,Marseille,FW,2.4,3.6
2682,Jesus Vazquez,Valencia,DF,0.1,0.88
2683,Lucas Vázquez,Real Madrid,DF,0.33,2.67
2684,Matías Vecino,Lazio,MF,0.41,2.25
2685,Danilo Veiga,Lecce,DF,0.24,3.38
2686,Renato Veiga,Chelsea,"DF,MF",0.0,0.49
2687,Renato Veiga,Juventus,DF,0.08,0.74
2688,Alejo Véliz,Espanyol,FW,0.31,1.1
2689,Miloš Veljković,Werder Bremen,DF,0.09,1.22
2690,Joël Veltman,Brighton,DF,0.11,1.22
2691,Micky van de Ven,Tottenham,DF,0.18,0.98
2692,Lorenzo Venturino,Genoa,"FW,MF",0.54,3.23
2693,Nikolas Veratschnig,Mainz 05,"DF,MF",0.0,2.23
2694,Bart Verbruggen,Brighton,GK,0.03,0.14
2695,Simone Verdi,Como,"MF,FW",0.0,6.26
2696,Jordan Veretout,Lyon,MF,0.06,2.09
2697,Arthur Vermeeren,RB Leipzig,MF,0.11,1.6
2698,Yorbe Vertessen,Union Berlin,"MF,FW",0.0,4.0
2699,Mikel Vesga,Athletic Club,MF,0.09,1.91
2700,Jannik Vestergaard,Leicester City,DF,0.0,0.45
2701,Ben Viadere,Auxerre,MF,0.0,18.0
2702,Guglielmo Vicario,Tottenham,GK,0.0,0.17
2703,Carlos Vicente,Alavés,"FW,MF",0.26,3.11
2704,Pau Victor,Barcelona,FW,0.56,3.64
2705,Nacho Vidal,Osasuna,DF,0.0,0.0
2706,Gabriel Vidovic,Mainz 05,MF,0.0,0.0
2707,Gabriel Vidovic,Bayern Munich,MF,0.0,0.0
2708,Fran Vieites,Betis,GK,0.0,0.0
2709,Sergio Viera,Las Palmas,MF,0.0,1.87
2710,Samuele Vignato,Monza,MF,0.19,1.34
2711,Asier Villalibre,Alavés,FW,0.27,1.89
2712,Iván Villar,Celta Vigo,GK,0.0,0.0
2713,Carlos Vinícius,Fulham,"MF,FW",0.0,11.25
2714,Nicolas Viola,Cagliari,"FW,MF",0.28,4.19
2715,Viti,Las Palmas,DF,0.14,1.32
2716,Mattia Viti,Empoli,DF,0.0,0.8
2717,Vitinha,Genoa,"FW,MF",0.2,2.78
2718,Vitinha,Paris S-G,MF,0.18,3.22
2719,Daniel Vivian,Athletic Club,DF,0.03,1.17
2720,Krapyvtsov Vladyslav,Girona,GK,0.0,0.0
2721,Dušan Vlahović,Juventus,FW,0.4,2.07
2722,Vanja Vlahović,Atalanta,"FW,MF",1.5,4.5
2723,Nikola Vlašić,Torino,"MF,FW",0.34,2.98
2724,Alessandro Vogliacco,Genoa,DF,0.0,0.76
2725,Alessandro Vogliacco,Parma,DF,0.0,0.58
2726,Kevin Vogt,Union Berlin,DF,0.0,1.12
2727,Mërgim Vojvoda,Torino,DF,0.08,2.2
2728,Mërgim Vojvoda,Como,DF,0.25,2.51
2729,Kevin Volland,Union Berlin,"FW,MF",0.0,1.48
2730,Aster Vranckx,Wolfsburg,MF,0.16,0.97
2731,Stefan de Vrij,Inter,DF,0.16,0.73
2732,Ibrahima Wadji,Saint-Étienne,"FW,MF",0.26,2.09
2733,Robert Wagner,St. Pauli,MF,0.0,0.67
2734,Elye Wahi,Marseille,FW,0.63,2.5
2735,Elye Wahi,Eint Frankfurt,"FW,MF",0.0,1.83
2736,Hauke Wahl,St. Pauli,DF,0.0,0.79
2737,Kyle Walker,Manchester City,DF,0.0,1.58
2738,Kyle Walker,Milan,DF,0.0,1.37
2739,Kyle Walker-Peters,Southampton,DF,0.22,1.94
2740,Christian Walton,Ipswich Town,GK,0.0,0.29
2741,Sebastian Walukiewicz,Torino,DF,0.05,0.87
2742,Sebastian Walukiewicz,Empoli,DF,0.0,2.0
2743,Aaron Wan-Bissaka,West Ham,DF,0.29,2.65
2744,Paul Wanner,Heidenheim,"MF,FW",0.36,2.59
2745,Danny Ward,Leicester City,GK,0.0,0.0
2746,Joel Ward,Crystal Palace,DF,0.0,1.27
2747,James Ward-Prowse,West Ham,MF,0.09,2.95
2748,James Ward-Prowse,Nott'ham Forest,MF,0.45,2.25
2749,Kjell-Arik Wätjen,Dortmund,MF,0.0,0.0
2750,Ollie Watkins,Aston Villa,FW,0.42,1.84
2751,Timothy Weah,Juventus,"DF,FW",0.16,1.98
2752,Adam Webster,Brighton,DF,0.41,1.42
2753,Julian Weigl,Gladbach,MF,0.19,1.59
2754,Timon Weiner,Holstein Kiel,GK,0.0,0.2
2755,Nelson Weiper,Mainz 05,"FW,MF",0.26,2.05
2756,Mitchell Weiser,Werder Bremen,"DF,MF",0.41,2.73
2757,Noah Weißhaupt,St. Pauli,"FW,MF",0.08,3.26
2758,Noah Weißhaupt,Freiburg,FW,0.0,4.5
2759,Danny Welbeck,Brighton,FW,0.34,2.26
2760,Welington,Southampton,DF,0.19,1.31
2761,Timo Werner,Tottenham,"FW,MF",0.52,3.13
2762,Adam Wharton,Crystal Palace,MF,0.41,4.03
2763,Ben White,Arsenal,DF,0.15,1.73
2764,Silvan Widmer,Mainz 05,DF,0.36,1.78
2765,Mats Wieffer,Brighton,"DF,MF",0.53,2.83
2766,Mateusz Wieteska,Cagliari,DF,0.0,0.97
2767,Caleb Wiley,Strasbourg,"DF,MF",0.34,1.35
2768,Iñaki Williams,Athletic Club,FW,0.48,2.72
2769,Neco Williams,Nott'ham Forest,DF,0.21,1.77
2770,Nico Williams,Athletic Club,FW,0.59,5.05
2771,Willian,Fulham,"FW,MF",0.0,5.93
2772,Joe Willock,Newcastle Utd,"MF,FW",0.33,3.73
2773,Callum Wilson,Newcastle Utd,FW,0.0,2.43
2774,Harry Wilson,Fulham,"FW,MF",0.23,3.41
2775,Patrick Wimmer,Wolfsburg,"MF,FW",0.61,3.61
2776,Jonas Wind,Wolfsburg,"FW,MF",0.27,2.97
2777,Harry Winks,Leicester City,MF,0.18,2.28
2778,Ben Winterburn,Bournemouth,"MF,FW",0.0,0.0
2779,Florian Wirtz,Leverkusen,"MF,FW",0.99,5.66
2780,Yoane Wissa,Brentford,FW,0.31,2.13
2781,Dani de Wit,Bochum,"MF,FW",0.16,1.72
2782,Axel Witsel,Atlético Madrid,DF,0.21,0.42
2783,Maximilian Wittek,Bochum,DF,0.2,3.33
2784,Marius Wolf,Augsburg,DF,0.25,3.36
2785,Nick Woltemade,Stuttgart,"FW,MF",0.55,4.38
2786,Jeong Woo-yeong,Union Berlin,"MF,FW",0.36,3.49
2787,Chris Wood,Nott'ham Forest,FW,0.15,1.34
2788,Nathan Wood-Gordon,Southampton,DF,0.0,0.35
2789,Christopher Wooh,Rennes,DF,0.06,0.99
2790,Luke Woolfenden,Ipswich Town,DF,0.0,0.15
2791,Granit Xhaka,Leverkusen,MF,0.56,3.74
