Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1430,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28,1996,31.6,1692,92,494,655,559,33,1692,43,16,37.2,16,37.2,865,5233,2772,67,52,11,27,17,942,132,Matches
1431,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26,1998,0.0,8,0,0,8,0,0,8,1,0,0.0,1,100.0,5,28,24,0,0,0,0,0,4,0,Matches
1432,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21,2003,7.1,275,3,37,92,151,31,275,26,12,46.2,13,50.0,162,900,355,17,7,9,32,7,198,71,Matches
1433,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,1994,20.3,730,28,74,333,333,127,726,37,18,48.6,18,48.6,362,1576,843,30,16,13,48,18,494,131,Matches
1434,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24,1999,15.0,546,451,537,9,0,0,546,0,0,,0,,306,1571,923,0,0,0,0,0,238,0,Matches
1435,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,1991,22.8,742,11,50,281,416,137,736,31,14,45.2,15,48.4,418,1475,575,24,11,10,51,20,572,159,Matches
1436,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2005,0.1,8,0,0,0,8,4,8,1,1,100.0,0,0.0,3,31,12,1,0,1,2,0,3,1,Matches
1437,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24,2000,34.6,1933,362,1183,672,85,45,1933,14,8,57.1,4,28.6,1030,4816,2213,8,6,0,21,6,1136,7,Matches
1438,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25,1999,12.0,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0,Matches
1439,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20,2004,6.5,487,64,274,205,10,2,487,5,3,60.0,1,20.0,289,1403,776,1,3,0,5,1,360,0,Matches
1440,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27,1997,18.9,1421,39,232,685,508,66,1421,30,17,56.7,12,40.0,816,4335,2759,87,60,18,35,23,1014,113,Matches
1441,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31,1992,8.4,565,33,196,239,132,6,565,10,5,50.0,5,50.0,288,1620,867,25,20,2,7,7,323,32,Matches
1442,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32,1991,29.8,2043,110,642,952,461,7,2040,24,15,62.5,8,33.3,1054,6043,3093,58,45,2,29,16,1229,91,Matches
1443,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36,1988,4.0,318,19,91,155,73,6,318,12,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10,Matches
1444,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18,2006,1.0,38,2,9,12,17,4,38,3,1,33.3,2,66.7,24,67,19,1,1,1,3,6,26,12,Matches
1445,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26,1998,3.4,98,4,8,46,44,17,98,4,2,50.0,2,50.0,59,272,107,4,4,3,13,5,70,20,Matches
1446,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23,2000,9.6,535,29,161,224,154,11,535,31,10,32.3,18,58.1,292,2081,1034,32,17,3,11,5,302,45,Matches
1447,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19,2005,0.1,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1,Matches
1448,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34,1990,3.4,96,1,6,32,58,22,96,2,2,100.0,0,0.0,43,229,112,7,2,5,6,1,71,16,Matches
1449,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29,1995,19.6,561,20,55,266,247,72,560,30,8,26.7,20,66.7,316,1633,550,20,18,9,72,58,429,95,Matches
1450,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27,1997,34.0,1303,1082,1292,12,0,0,1303,0,0,,0,,712,3299,2029,0,0,0,0,0,608,0,Matches
1451,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20,2004,26.6,1478,79,425,797,265,26,1478,19,12,63.2,7,36.8,803,3137,1382,16,20,4,23,11,1006,33,Matches
1452,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23,2001,15.5,390,16,28,202,163,74,390,15,8,53.3,6,40.0,153,469,126,3,3,0,31,18,291,40,Matches
1453,Toni Lato,es ESP,DF,Mallorca,es La Liga,26,1997,6.9,396,30,121,159,119,3,396,4,0,0.0,4,100.0,155,757,434,15,9,1,6,2,188,35,Matches
1454,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20,2004,8.9,493,17,109,319,71,1,493,16,10,62.5,6,37.5,295,1373,567,3,9,0,3,7,359,7,Matches
1455,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28,1996,25.6,1368,53,237,616,528,27,1368,37,14,37.8,20,54.1,726,3080,1385,35,36,7,33,12,868,131,Matches
1456,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33,1990,16.2,659,47,146,250,269,29,658,22,7,31.8,13,59.1,318,1673,776,22,14,7,13,10,385,88,Matches
1457,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30,1993,15.6,896,24,179,409,319,17,896,24,15,62.5,6,25.0,518,3619,2123,72,61,6,27,7,577,96,Matches
1458,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26,1997,15.3,994,136,528,436,38,13,994,6,4,66.7,1,16.7,539,3152,1702,7,6,0,3,6,658,1,Matches
1459,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26,1998,1.1,23,0,0,9,14,3,23,1,0,0.0,1,100.0,13,64,27,1,0,1,1,1,19,7,Matches
1460,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24,2000,3.5,297,6,46,189,66,6,297,8,4,50.0,2,25.0,204,1198,684,15,12,1,4,4,221,3,Matches
1461,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27,1996,23.9,1523,193,805,677,44,19,1523,4,2,50.0,2,50.0,1001,4140,2052,11,7,0,14,6,1100,6,Matches
1462,Nicola Leali,it ITA,GK,Genoa,it Serie A,31,1993,29.0,999,879,985,14,0,0,999,0,0,,0,,523,2571,1480,0,0,0,0,0,434,0,Matches
1463,Rafael Leão,pt POR,FW,Milan,it Serie A,25,1999,25.8,1135,7,71,455,636,152,1135,129,59,45.7,59,45.7,780,5745,3058,123,71,67,53,36,940,262,Matches
1464,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33,1991,30.0,1090,856,1074,17,0,0,1090,0,0,,0,,595,3708,2382,0,0,0,1,0,534,0,Matches
1465,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31,1993,17.0,1228,53,330,722,190,22,1228,21,12,57.1,7,33.3,697,3638,1586,23,19,5,25,8,855,36,Matches
1466,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30,1993,34.0,2144,335,1304,765,87,19,2144,17,8,47.1,7,41.2,1196,6463,4191,6,6,0,16,2,1420,13,Matches
1467,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25,1999,28.3,1803,205,792,842,183,36,1803,15,10,66.7,4,26.7,853,3583,1896,20,18,0,18,7,959,16,Matches
1468,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26,1998,7.5,473,63,214,224,35,13,473,1,0,0.0,0,0.0,173,759,329,4,5,0,8,3,240,5,Matches
1469,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33,1991,36.9,2486,298,1336,1051,111,38,2486,6,4,66.7,1,16.7,1469,6852,4056,21,13,1,17,4,1612,5,Matches
1470,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,20,2004,4.1,225,16,108,101,17,2,225,3,2,66.7,1,33.3,128,502,237,4,0,0,3,0,156,2,Matches
1471,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31,1993,8.6,521,32,157,258,108,4,521,14,6,42.9,8,57.1,245,1062,515,13,6,1,5,5,268,21,Matches
1472,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,2,2,0,0,0,0,0,0,3,0,Matches
1473,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28,1995,0.9,78,0,8,33,37,1,78,3,0,0.0,2,66.7,55,207,54,1,4,0,1,1,62,4,Matches
1474,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2003,19.8,935,25,175,449,322,56,935,48,24,50.0,22,45.8,466,2489,1217,35,22,8,53,22,627,90,Matches
1475,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,Matches
1476,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29,1995,21.9,1583,229,834,695,58,17,1583,3,3,100.0,0,0.0,1065,5692,3593,16,16,0,8,3,1162,1,Matches
1477,Bernd Leno,de GER,GK,Fulham,eng Premier League,32,1992,38.0,1479,1190,1466,13,0,0,1479,0,0,,0,,955,3956,2233,0,0,0,0,0,862,0,Matches
1478,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,31,1992,32.0,1231,1033,1225,5,1,0,1231,2,2,100.0,0,0.0,708,3787,2184,0,0,0,0,0,521,0,Matches
1479,Giovanni Leoni,it ITA,DF,Parma,it Serie A,17,2006,13.3,774,92,412,338,27,5,774,3,3,100.0,0,0.0,449,1838,802,0,2,0,6,2,492,5,Matches
1480,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24,2000,18.1,504,14,50,264,197,60,504,21,6,28.6,13,61.9,246,1412,621,26,15,10,34,13,348,68,Matches
1481,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,21,2002,22.8,992,32,171,533,294,36,992,36,18,50.0,16,44.4,502,2255,991,25,25,3,46,21,596,62,Matches
1482,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29,1994,25.3,1403,123,469,701,243,29,1403,12,6,50.0,4,33.3,646,2441,1074,12,10,0,15,18,801,26,Matches
1483,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,2006,9.1,411,19,101,224,98,14,411,20,8,40.0,11,55.0,214,1066,490,11,14,3,12,6,224,14,Matches
1484,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35,1988,29.6,841,32,59,314,475,179,837,35,20,57.1,13,37.1,472,1785,589,27,11,16,75,45,667,164,Matches
1485,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23,2001,18.5,801,18,97,306,418,67,801,82,41,50.0,33,40.2,540,4272,1883,55,40,17,42,38,598,164,Matches
1486,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19,2004,21.0,1477,53,289,727,477,46,1477,21,9,42.9,11,52.4,865,4215,2155,39,41,8,20,19,1061,78,Matches
1487,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23,2001,34.4,1613,102,504,625,505,74,1613,101,41,40.6,50,49.5,868,6085,3211,98,69,35,51,20,966,156,Matches
1488,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17,2006,15.2,905,28,178,476,265,17,905,28,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37,Matches
1489,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24,2000,0.6,35,2,8,22,6,0,35,1,1,100.0,0,0.0,25,115,17,0,0,0,5,5,23,1,Matches
1490,Mattia Liberali,it ITA,MF,Milan,it Serie A,17,2007,0.7,38,0,1,21,16,2,38,1,0,0.0,0,0.0,30,121,71,1,0,0,1,2,30,4,Matches
1491,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28,1996,30.8,2520,237,1182,1223,124,19,2520,10,4,40.0,5,50.0,1444,8922,4885,44,19,1,10,2,1712,9,Matches
1492,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24,1999,23.6,1608,184,828,731,56,29,1608,4,2,50.0,2,50.0,1078,4744,2225,7,3,0,5,3,1158,6,Matches
1493,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18,2006,0.8,48,0,9,12,28,3,48,3,1,33.3,2,66.7,22,120,83,4,3,1,1,0,30,11,Matches
1494,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30,1994,7.8,452,60,243,187,24,3,452,0,0,,0,,263,1171,553,5,4,0,1,1,313,4,Matches
1495,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24,2000,13.8,625,22,127,206,303,40,625,43,8,18.6,31,72.1,302,1627,780,30,19,7,31,24,347,81,Matches
1496,Karol Linetty,pl POL,MF,Torino,it Serie A,29,1995,17.1,732,48,188,429,127,13,732,21,7,33.3,12,57.1,397,1999,872,18,21,2,17,9,450,19,Matches
1497,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,24,1999,17.2,1038,21,203,420,429,75,1038,56,27,48.2,26,46.4,678,4000,2274,72,49,25,31,18,772,179,Matches
1498,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26,1997,7.6,460,18,118,214,131,14,460,3,1,33.3,2,66.7,248,1070,518,12,7,4,6,4,305,40,Matches
1499,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23,2001,10.4,307,11,29,109,177,39,307,25,6,24.0,17,68.0,161,1052,524,23,11,9,30,12,202,67,Matches
1500,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21,2002,31.6,1964,119,619,894,482,41,1964,56,25,44.6,23,41.1,1023,6333,3316,83,42,13,32,39,1144,119,Matches
1501,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,22,2002,3.1,90,6,15,36,39,11,90,3,1,33.3,1,33.3,52,202,71,1,0,0,6,1,59,19,Matches
1502,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,21,2002,0.6,29,2,6,9,14,0,29,0,0,,0,,17,160,69,3,2,0,1,2,19,8,Matches
1503,Diego Llorente,es ESP,DF,Betis,es La Liga,30,1993,28.0,1915,235,1048,825,48,22,1915,9,6,66.7,2,22.2,1127,5465,3118,7,8,1,11,4,1243,3,Matches
1504,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29,1995,27.9,1808,78,546,791,487,58,1808,30,14,46.7,13,43.3,1116,5470,3070,82,51,15,29,9,1217,151,Matches
1505,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29,1995,30.8,1885,267,1018,818,58,21,1885,7,4,57.1,3,42.9,1028,4501,2369,13,10,0,13,3,1240,7,Matches
1506,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28,1996,16.2,1167,7,114,558,506,53,1164,55,21,38.2,27,49.1,702,3247,1450,26,31,9,38,31,832,66,Matches
1507,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29,1994,29.3,1967,105,546,1144,294,9,1967,11,8,72.7,3,27.3,1123,5350,2074,30,24,2,13,12,1459,32,Matches
1508,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26,1998,31.4,2752,155,711,1654,408,18,2751,22,8,36.4,13,59.1,1559,6973,3661,33,40,1,25,8,2032,33,Matches
1509,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22,2002,1.1,56,5,20,27,9,1,56,1,1,100.0,0,0.0,27,164,59,1,0,0,3,1,30,2,Matches
1510,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28,1996,11.5,593,21,110,346,146,25,593,23,11,47.8,8,34.8,362,2159,1205,27,20,9,20,7,464,32,Matches
1511,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20,2004,0.3,6,0,1,3,2,2,6,0,0,,0,,5,41,7,0,1,0,0,3,4,2,Matches
1512,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23,2000,7.6,532,13,98,359,77,4,532,13,4,30.8,8,61.5,279,958,432,3,6,1,11,12,380,3,Matches
1513,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26,1997,8.9,434,24,123,193,121,21,434,7,2,28.6,4,57.1,248,1176,429,4,10,2,9,7,308,22,Matches
1514,Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26,1997,25.0,1274,1,68,400,824,199,1273,104,37,35.6,64,61.5,827,5454,3170,142,70,81,72,51,974,316,Matches
1515,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33,1990,17.4,597,489,591,6,0,0,597,0,0,,0,,320,1763,1169,0,0,0,1,0,276,0,Matches
1516,David López,es ESP,DF,Mallorca,es La Liga,21,2003,1.9,71,13,38,30,3,0,71,0,0,,0,,38,173,86,0,1,0,1,0,41,0,Matches
1517,David López,es ESP,DF,Girona,es La Liga,34,1989,27.0,2263,259,1059,1133,76,17,2263,9,6,66.7,2,22.2,1405,8124,4714,17,20,0,11,7,1698,7,Matches
1518,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22,2002,30.4,1257,11,132,510,634,100,1257,77,23,29.9,51,66.2,715,4212,2026,76,51,24,71,27,881,219,Matches
1519,Fer López,,"FW,MF",Celta Vigo,es La Liga,,,7.5,365,6,37,162,174,32,365,34,18,52.9,13,38.2,264,1696,867,27,20,7,33,20,298,58,Matches
1520,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21,2003,13.9,858,5,58,366,441,59,858,55,25,45.5,26,47.3,490,2516,1137,31,22,12,36,16,649,108,Matches
1521,Javi López,es ESP,DF,Real Sociedad,es La Liga,22,2002,21.5,1247,56,379,567,316,12,1247,39,18,46.2,18,46.2,571,3142,1360,36,29,4,24,22,674,64,Matches
1522,Pau López,es ESP,GK,Girona,es La Liga,29,1994,0.5,26,20,26,0,0,0,26,0,0,,0,,17,62,31,0,0,0,0,0,13,0,Matches
1523,Roberto López,es ESP,MF,Leganés,es La Liga,24,2000,4.4,242,5,42,130,72,2,242,4,2,50.0,2,50.0,122,541,243,3,3,0,6,5,141,11,Matches
1524,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28,1995,19.0,1410,41,327,813,281,20,1410,23,15,65.2,4,17.4,828,3437,1458,22,23,3,24,19,1036,40,Matches
1525,Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22,2001,4.0,162,4,21,78,66,15,162,5,2,40.0,3,60.0,87,492,280,9,5,4,9,3,123,23,Matches
1526,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22,2001,3.7,180,1,30,73,80,6,180,6,2,33.3,4,66.7,101,569,294,9,6,1,6,5,130,16,Matches
1527,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38,1986,12.6,547,37,149,313,89,2,547,5,1,20.0,4,80.0,223,810,326,3,3,1,10,7,284,11,Matches
1528,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25,1998,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2,Matches
1529,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21,2003,8.6,579,24,168,243,174,23,579,13,4,30.8,8,61.5,246,1230,657,19,9,3,12,7,317,37,Matches
1530,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26,1998,25.6,1258,39,237,640,406,38,1258,48,21,43.8,25,52.1,670,4278,1969,60,45,7,53,28,786,71,Matches
1531,Pol Lozano,es ESP,MF,Espanyol,es La Liga,24,1999,21.6,1026,61,288,594,157,1,1026,19,5,26.3,12,63.2,506,2691,1302,18,12,0,18,15,596,12,Matches
1532,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23,2000,26.1,641,27,57,335,259,109,640,25,12,48.0,11,44.0,350,1530,483,15,18,9,73,29,478,98,Matches
1533,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26,1998,29.0,2294,195,886,1330,97,22,2294,14,10,71.4,2,14.3,1464,7785,4142,34,23,0,13,4,1557,7,Matches
1534,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20,2003,1.4,176,11,89,84,4,0,176,0,0,,0,,131,536,147,2,0,0,0,1,140,1,Matches
1535,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29,1995,20.0,1202,51,346,500,362,18,1202,20,7,35.0,11,55.0,555,2520,1236,29,27,4,16,4,678,156,Matches
1536,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34,1990,12.0,707,101,417,265,31,5,707,1,0,0.0,1,100.0,384,1724,735,4,4,0,3,1,422,1,Matches
1537,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26,1998,5.9,487,14,95,261,135,8,487,14,11,78.6,3,21.4,276,1686,916,16,10,0,8,7,347,12,Matches
1538,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31,1993,31.6,725,18,34,306,388,143,721,26,6,23.1,18,69.2,380,1608,677,31,13,23,55,53,589,219,Matches
1539,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21,2002,17.5,1445,125,557,772,132,14,1445,32,20,62.5,8,25.0,806,3545,1925,18,21,2,20,11,993,23,Matches
1540,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26,1997,34.4,1494,11,147,552,818,145,1493,167,84,50.3,75,44.9,889,6488,3565,131,83,65,117,57,1110,247,Matches
1541,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27,1996,26.0,1493,57,332,843,331,21,1493,17,8,47.1,5,29.4,825,4427,2190,39,40,4,23,8,963,33,Matches
1542,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.1,4,0,0,2,2,0,4,0,0,,0,,3,2,0,0,0,0,1,0,3,0,Matches
1543,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29,1995,3.0,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0,Matches
1544,Daniel Luna,co COL,MF,Mallorca,es La Liga,21,2003,0.2,17,0,0,5,12,1,17,3,1,33.3,1,33.3,11,36,15,1,0,1,0,0,11,2,Matches
1545,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25,1999,7.0,209,178,208,1,0,0,209,0,0,,0,,116,399,212,0,0,0,0,0,109,0,Matches
1546,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31,1992,2.2,87,9,34,33,20,2,87,0,0,,0,,46,184,27,0,0,0,2,3,50,1,Matches
1547,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27,1996,36.0,1913,251,1065,777,81,29,1913,6,1,16.7,4,66.7,1060,4923,2539,22,15,2,12,3,1190,11,Matches
1548,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,2002,17.8,477,4,44,166,277,67,477,63,25,39.7,25,39.7,347,2694,1426,70,21,35,67,29,367,125,Matches
1549,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30,1993,11.6,810,32,216,362,237,11,810,8,4,50.0,2,25.0,368,1410,611,10,8,1,7,3,471,36,Matches
1550,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25,1999,30.4,1717,122,526,974,229,13,1717,28,12,42.9,13,46.4,849,3002,1129,9,14,3,35,15,959,28,Matches
1551,Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20,2003,1.0,70,5,19,33,19,2,70,4,2,50.0,2,50.0,42,168,56,0,1,0,6,1,45,6,Matches
1552,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18,2005,4.0,149,3,17,57,78,13,149,30,7,23.3,23,76.7,95,784,273,8,11,3,17,10,110,24,Matches
1553,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22,2002,12.7,917,56,247,334,348,47,917,29,13,44.8,16,55.2,505,2636,1184,31,17,13,22,25,564,104,Matches
1554,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25,1998,28.9,1860,56,284,960,637,60,1860,42,16,38.1,21,50.0,914,3773,2009,36,43,5,31,22,1227,80,Matches
1555,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30,1993,20.1,1123,50,282,496,358,33,1123,47,23,48.9,21,44.7,605,3284,1658,42,24,7,33,20,661,80,Matches
1556,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18,2005,0.1,7,0,1,3,4,1,7,0,0,,0,,4,23,19,0,0,0,0,0,3,1,Matches
1557,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24,1999,21.7,899,33,139,389,377,63,897,18,10,55.6,6,33.3,449,1976,945,30,17,13,44,20,581,108,Matches
1558,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31,1993,7.1,334,10,57,143,137,6,334,20,5,25.0,12,60.0,173,1196,588,17,15,1,5,4,219,43,Matches
1559,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,1998,8.8,493,23,106,213,179,16,493,19,9,47.4,9,47.4,256,1569,946,25,20,6,11,4,307,40,Matches
1560,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27,1996,20.1,1464,26,210,691,576,77,1464,77,33,42.9,34,44.2,1026,5128,2279,45,39,20,23,25,1125,95,Matches
1561,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23,2001,0.2,8,0,0,3,5,0,8,1,0,0.0,1,100.0,7,36,21,1,1,0,1,1,7,4,Matches
1562,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22,2002,22.6,980,22,101,301,595,184,980,102,45,44.1,46,45.1,641,5413,3485,154,50,93,52,25,756,226,Matches
1563,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27,1997,26.3,1389,96,442,558,416,20,1389,85,40,47.1,34,40.0,671,3711,1777,46,44,7,46,32,701,122,Matches
1564,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26,1997,26.3,1873,189,672,985,225,40,1873,5,4,80.0,1,20.0,1116,4470,2669,10,22,0,9,2,1366,11,Matches
1565,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20,2003,11.4,781,29,164,519,107,8,781,23,15,65.2,6,26.1,386,1720,749,6,9,1,12,13,500,11,Matches
1566,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23,2001,1.3,101,2,18,58,27,4,101,4,3,75.0,1,25.0,68,414,221,4,3,1,2,0,75,4,Matches
1567,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28,1995,11.8,540,82,276,240,30,14,540,4,1,25.0,3,75.0,251,1052,516,4,6,0,4,1,274,7,Matches
1568,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26,1998,25.8,1315,44,321,771,233,13,1315,24,9,37.5,15,62.5,694,3326,1546,21,15,5,23,23,869,20,Matches
1569,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24,1999,16.8,420,10,32,213,178,70,420,18,4,22.2,12,66.7,244,1196,461,17,8,7,43,31,316,80,Matches
1570,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31,1993,19.5,1328,147,652,616,76,44,1328,5,2,40.0,3,60.0,782,4821,2056,7,9,3,10,2,856,7,Matches
1571,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23,2001,0.1,16,0,5,9,4,0,16,0,0,,0,,9,28,9,0,0,0,0,0,9,0,Matches
